weight,quality,color,clarity,depth,width_rel,price,x,y,z
1.74,Very Good,I,SI1,58.7,60.0,10823,7.84,7.9,4.62
0.31,Premium,H,VVS1,60.6,59.0,907,4.38,4.36,2.65
0.73,Ideal,I,VS1,60.7,56.0,2397,5.85,5.81,3.54
1.44,Premium,I,I1,62.7,55.0,4387,7.21,7.18,4.51
0.34,Premium,D,SI1,59.8,61.0,803,4.53,4.5,2.7
0.9,Very Good,G,VS2,63.3,54.0,4309,6.19,6.11,3.89
0.31,Ideal,H,VS1,62.6,55.0,544,4.31,4.35,2.71
1.13,Very Good,H,SI2,59.8,59.0,4537,6.75,6.82,4.06
0.52,Very Good,D,SI1,62.0,60.0,1237,5.18,5.11,3.19
1.01,Premium,F,VVS2,61.8,55.0,8688,6.45,6.36,3.96
1.21,Very Good,J,VS2,59.9,59.0,4754,6.86,6.92,4.13
0.26,Ideal,D,VVS2,61.4,55.0,777,4.1,4.17,2.54
2.01,Very Good,J,VS1,60.2,61.0,12845,8.16,8.23,4.93
0.81,Ideal,E,SI1,62.3,57.0,3404,5.95,5.99,3.72
0.32,Ideal,I,VVS1,62.5,55.0,756,4.4,4.37,2.74
0.38,Ideal,G,VS1,62.5,56.0,800,4.64,4.58,2.88
0.35,Premium,H,SI1,61.0,62.0,630,4.56,4.52,2.77
0.7,Premium,E,SI1,61.3,58.0,2777,5.71,5.68,3.49
0.34,Premium,D,SI1,59.7,59.0,803,4.57,4.54,2.72
1.0,Ideal,G,VS1,62.7,53.0,7114,6.39,6.46,4.03
0.52,Very Good,D,SI2,62.9,56.0,1289,5.14,5.17,3.24
1.04,Very Good,I,SI1,62.0,57.0,4290,6.47,6.5,4.02
0.54,Premium,F,VS1,61.8,59.0,1773,5.23,5.16,3.21
1.57,Premium,G,SI2,61.1,61.0,8572,7.46,7.43,4.55
0.34,Ideal,G,IF,61.0,55.0,974,4.51,4.54,2.76
0.33,Ideal,G,VVS2,61.9,55.0,713,4.41,4.44,2.74
0.3,Very Good,G,VS1,62.8,59.0,605,4.23,4.27,2.67
0.31,Premium,D,SI2,62.1,59.0,462,4.31,4.35,2.69
0.3,Ideal,E,SI1,62.9,56.0,675,4.3,4.25,2.69
0.31,Ideal,D,VS2,62.5,56.0,942,4.36,4.31,2.71
0.31,Premium,F,SI1,60.7,58.0,663,4.38,4.35,2.65
0.31,Ideal,D,VS2,62.7,55.0,734,4.31,4.34,2.71
0.71,Ideal,D,SI2,60.0,57.0,2633,5.83,5.81,3.49
0.56,Premium,D,SI1,60.8,60.0,1814,5.31,5.29,3.22
1.12,Ideal,G,VS2,62.2,54.0,7193,6.65,6.7,4.15
0.92,Good,G,VS2,63.4,57.0,4243,6.17,6.23,3.93
0.7,Very Good,E,SI1,59.6,63.0,2396,5.72,5.65,3.39
0.9,Ideal,G,SI2,62.5,55.0,3338,6.21,6.15,3.86
0.5,Ideal,E,SI1,62.2,57.0,1316,5.05,5.11,3.16
1.2,Ideal,D,SI2,61.0,60.0,6636,6.81,6.84,4.16
0.71,Very Good,G,VS2,63.3,56.0,2549,5.67,5.74,3.61
0.4,Very Good,D,VVS2,61.4,58.3,1359,4.73,4.74,2.9
0.38,Premium,D,VS1,61.2,58.0,1140,4.68,4.63,2.85
1.3,Premium,I,VS2,62.7,58.0,6246,6.97,6.9,4.35
0.4,Very Good,D,VS2,59.6,58.0,851,4.8,4.83,2.87
0.31,Ideal,G,VS2,62.4,55.0,698,4.32,4.3,2.69
0.91,Premium,E,VS2,62.8,59.0,4739,6.17,6.15,3.87
0.9,Good,D,SI1,63.6,63.0,3689,6.07,6.03,3.85
0.5,Premium,F,SI1,62.2,59.0,1250,5.07,5.03,3.14
0.7,Ideal,F,SI1,62.6,57.0,2453,5.59,5.62,3.51
0.32,Premium,H,SI1,61.9,58.0,576,4.38,4.34,2.7
0.55,Ideal,F,VVS2,61.5,57.0,2294,5.24,5.27,3.23
1.01,Good,G,VVS2,63.1,56.0,7430,6.34,6.4,4.02
0.34,Very Good,G,SI1,61.5,56.0,507,4.45,4.52,2.76
0.38,Ideal,F,VVS1,62.3,54.1,1101,4.63,4.66,2.9
0.53,Good,I,SI2,63.6,58.0,942,5.08,5.11,3.24
1.22,Ideal,F,VVS1,62.0,54.0,13539,6.88,6.9,4.27
0.7,Premium,H,I1,60.0,59.0,1621,5.8,5.77,3.47
0.9,Very Good,J,VS2,63.3,56.0,2686,6.13,6.1,3.87
0.42,Ideal,E,VS1,61.7,57.0,1014,4.78,4.81,2.96
0.78,Premium,F,VS1,61.5,58.0,3446,5.93,5.98,3.66
0.37,Ideal,E,VS1,61.4,55.0,1087,4.62,4.66,2.85
0.27,Very Good,E,VVS2,60.9,58.0,620,4.14,4.17,2.53
0.3,Very Good,G,SI1,62.9,59.0,447,4.24,4.28,2.68
0.41,Ideal,D,SI2,61.0,56.0,683,4.78,4.83,2.93
2.01,Very Good,H,SI1,60.0,58.0,17095,8.16,8.25,4.92
1.01,Fair,D,SI2,64.6,62.0,4538,6.26,6.21,4.03
0.3,Premium,J,VS1,62.6,58.0,506,4.31,4.28,2.69
0.5,Good,E,SI2,63.7,55.0,1077,5.03,5.08,3.22
0.83,Very Good,F,SI1,63.0,55.0,3207,5.95,5.96,3.75
1.01,Very Good,F,VS2,61.4,54.0,5988,6.4,6.47,3.95
0.9,Very Good,I,VS2,58.4,62.0,3334,6.29,6.35,3.69
0.71,Very Good,I,SI1,62.6,63.0,1883,5.61,5.54,3.49
0.71,Ideal,F,SI2,62.2,56.0,2173,5.76,5.7,3.56
0.55,Premium,E,VS2,61.1,58.0,2030,5.3,5.28,3.23
0.72,Ideal,H,SI2,61.4,55.0,2112,5.81,5.78,3.56
0.81,Very Good,E,SI1,60.3,60.0,2797,6.07,6.1,3.67
0.7,Good,E,VS2,64.1,59.0,2777,5.64,5.59,3.6
1.01,Fair,E,SI2,67.4,60.0,2797,6.19,6.05,4.13
1.83,Premium,G,VS2,60.5,59.0,18525,7.99,7.89,4.8
1.1,Premium,E,SI2,60.7,58.0,4829,6.77,6.65,4.07
0.34,Premium,G,VS2,62.4,59.0,596,4.41,4.47,2.77
0.32,Premium,H,VVS1,62.9,58.0,936,4.37,4.34,2.74
1.11,Premium,I,SI2,61.8,58.0,4120,6.61,6.66,4.1
1.19,Ideal,F,VVS1,61.9,57.0,12776,6.84,6.79,4.22
2.02,Fair,I,SI2,64.5,60.0,12592,7.94,7.82,5.08
0.53,Ideal,F,VS2,61.3,55.0,1723,5.22,5.25,3.21
1.26,Premium,I,VS2,62.4,58.0,6023,6.88,6.94,4.31
0.24,Premium,D,VVS2,59.5,62.0,668,4.06,4.04,2.41
0.52,Premium,D,SI2,61.7,56.0,1385,5.17,5.14,3.18
1.46,Premium,G,VS1,62.3,58.0,12261,7.25,7.2,4.5
0.59,Good,I,SI2,63.9,57.0,1180,5.3,5.25,3.37
0.79,Very Good,G,SI2,62.4,56.0,2482,5.87,5.92,3.68
1.16,Premium,G,SI2,62.0,59.0,4320,6.74,6.62,4.14
1.21,Premium,G,VVS2,61.3,56.0,9779,6.88,6.85,4.21
0.75,Premium,G,SI1,60.9,58.0,2631,5.87,5.83,3.56
0.26,Premium,G,VS1,61.3,60.0,491,4.12,4.07,2.51
0.75,Fair,F,VS1,55.8,70.0,2859,6.09,5.98,3.37
0.5,Ideal,E,VS1,62.7,57.0,1591,5.01,5.03,3.15
0.47,Ideal,H,IF,62.4,57.0,1865,4.97,5.0,3.11
0.38,Very Good,E,SI2,62.5,61.0,590,4.59,4.63,2.88
0.41,Ideal,F,VS1,61.9,57.0,1007,4.73,4.77,2.94
0.31,Premium,G,VS1,59.9,59.0,770,4.44,4.41,2.65
1.02,Ideal,G,VS1,61.0,57.0,7324,6.48,6.5,3.96
0.74,Ideal,F,VVS1,60.9,57.0,4013,5.83,5.86,3.56
1.0,Ideal,D,SI1,60.2,57.0,4774,6.48,6.54,3.92
0.31,Very Good,G,VVS1,62.6,61.0,816,4.28,4.31,2.69
1.01,Premium,F,VS2,61.6,59.0,6587,6.39,6.43,3.95
0.27,Premium,E,VVS2,59.0,59.0,799,4.27,4.24,2.51
1.51,Premium,F,SI1,62.0,57.0,8033,7.36,7.28,4.54
1.1,Premium,G,VS2,62.8,58.0,6387,6.6,6.58,4.14
1.21,Premium,F,SI2,58.9,60.0,5243,6.81,6.74,3.99
0.75,Ideal,G,VVS2,62.2,56.0,3879,5.78,5.82,3.61
1.51,Very Good,H,VS2,60.9,54.0,11077,7.38,7.41,4.5
1.01,Premium,H,VS2,62.5,58.0,5611,6.41,6.33,3.98
0.38,Ideal,F,VS1,61.1,56.0,1004,4.7,4.65,2.86
0.32,Very Good,H,SI1,63.1,55.0,576,4.37,4.34,2.75
0.29,Ideal,D,VS1,61.7,57.0,647,4.26,4.23,2.62
0.31,Very Good,I,VS2,63.2,55.0,558,4.4,4.3,2.75
1.02,Premium,F,SI1,62.9,55.0,5484,6.47,6.41,4.05
0.7,Very Good,D,VS2,61.8,55.0,2767,5.68,5.72,3.52
1.28,Ideal,J,VS2,62.8,57.0,5795,6.93,6.87,4.33
1.57,Premium,I,VS2,62.6,58.0,9847,7.4,7.36,4.62
1.01,Premium,H,VS2,62.3,62.0,4769,6.39,6.35,3.97
0.63,Premium,H,VVS1,61.3,61.0,2177,5.49,5.44,3.35
1.2,Ideal,D,SI1,62.7,55.0,7761,6.71,6.79,4.23
0.27,Ideal,D,VVS1,62.2,56.0,622,4.12,4.15,2.57
1.07,Ideal,G,VS2,61.4,57.0,7275,6.56,6.63,4.05
0.52,Ideal,E,VS2,62.2,56.0,1689,5.11,5.15,3.19
0.73,Very Good,E,SI1,58.6,57.0,2441,5.91,6.0,3.49
0.24,Very Good,E,VVS2,62.4,58.0,552,3.96,3.99,2.48
0.46,Premium,F,VS1,60.5,58.0,1367,4.97,5.02,3.02
0.71,Very Good,F,VS1,62.2,55.0,3045,5.68,5.74,3.56
1.07,Ideal,G,VS2,62.4,55.0,6648,6.53,6.58,4.09
0.7,Very Good,H,VS2,62.9,57.0,2498,5.6,5.66,3.54
0.75,Ideal,I,VS1,61.9,54.1,2564,5.82,5.85,3.61
0.44,Good,D,VS2,63.6,56.0,1009,4.81,4.84,3.07
0.32,Very Good,D,SI2,62.8,57.0,477,4.35,4.38,2.74
0.31,Ideal,E,VS2,59.8,57.0,695,4.43,4.46,2.65
0.85,Ideal,E,SI1,61.8,54.0,3167,6.1,6.14,3.78
0.55,Ideal,F,VS2,60.9,56.0,1709,5.3,5.34,3.24
0.9,Ideal,G,VS1,61.6,55.0,4460,6.27,6.23,3.85
1.0,Very Good,G,VS2,63.2,58.0,5645,6.33,6.27,3.98
1.08,Ideal,D,SI2,59.1,60.0,5177,6.7,6.76,3.98
0.32,Ideal,H,SI1,61.2,56.0,430,4.43,4.46,2.72
0.43,Premium,E,VS2,61.6,59.0,1048,4.84,4.81,2.97
1.5,Premium,I,SI1,62.0,62.0,8736,7.35,7.3,4.54
0.61,Ideal,I,VVS2,62.0,54.0,1867,5.51,5.47,3.4
0.23,Very Good,D,VVS2,62.0,58.0,530,3.94,3.96,2.45
0.72,Ideal,F,SI2,62.0,57.0,1743,5.68,5.64,3.51
1.03,Ideal,I,SI1,60.7,60.0,4458,6.5,6.55,3.96
1.0,Ideal,H,SI1,61.9,57.0,4872,6.43,6.39,3.97
1.64,Very Good,F,SI2,63.2,57.0,8357,7.56,7.47,4.75
0.51,Ideal,G,VS1,61.5,54.9,1708,5.13,5.25,3.17
0.51,Ideal,D,VS1,62.1,55.0,1959,5.14,5.2,3.21
0.81,Good,G,SI2,61.0,61.0,2789,5.94,5.99,3.64
1.23,Premium,J,VS2,61.9,55.0,5504,6.94,6.88,4.28
0.51,Ideal,E,SI1,62.5,56.0,1443,5.1,5.07,3.18
0.31,Very Good,G,VS1,63.2,56.0,802,4.29,4.28,2.71
0.55,Ideal,E,VS2,59.8,57.0,1715,5.34,5.3,3.18
0.4,Premium,D,SI1,61.6,58.0,990,4.73,4.69,2.9
0.3,Ideal,F,VVS1,62.4,56.0,868,4.28,4.31,2.68
1.0,Premium,E,SI1,60.7,59.0,5445,6.38,6.41,3.88
0.58,Very Good,H,SI1,59.7,57.0,1239,5.41,5.47,3.25
0.3,Good,F,SI1,63.6,55.0,641,4.33,4.28,2.74
0.32,Ideal,E,VS2,61.4,56.0,702,4.4,4.43,2.71
0.3,Good,E,SI1,63.7,58.0,526,4.24,4.27,2.71
1.52,Ideal,J,VS1,62.3,58.0,8608,7.32,7.35,4.57
0.31,Ideal,G,VS2,61.7,55.0,562,4.37,4.39,2.7
0.7,Very Good,G,VS2,58.7,53.0,2563,5.83,5.86,3.43
1.0,Premium,F,VS1,62.3,61.0,7336,6.38,6.33,3.96
0.7,Very Good,H,SI2,63.4,55.0,2094,5.59,5.64,3.56
1.2,Premium,H,SI1,62.4,59.0,5899,6.73,6.7,4.19
0.72,Ideal,G,VS2,61.7,57.0,2383,5.77,5.8,3.57
0.71,Good,E,VS2,62.8,60.0,2836,5.6,5.65,3.53
0.41,Good,D,SI1,63.2,58.0,738,4.72,4.77,3.0
0.35,Ideal,E,VS2,62.0,57.0,984,4.55,4.51,2.81
0.76,Ideal,F,SI2,61.1,55.0,2469,5.9,5.94,3.62
0.91,Premium,D,SI1,62.3,60.0,4663,6.21,6.15,3.85
2.0,Very Good,J,SI2,61.9,55.0,11792,8.06,8.09,5.0
2.08,Ideal,J,IF,61.0,55.0,17986,8.32,8.25,5.05
1.37,Premium,H,VS1,62.9,58.0,8669,7.12,7.07,4.46
0.33,Ideal,D,VVS2,60.9,57.0,955,4.46,4.48,2.72
1.1,Premium,E,SI2,59.1,60.0,4967,6.77,6.7,3.98
0.31,Ideal,G,VS1,61.6,55.0,596,4.37,4.4,2.7
0.3,Ideal,G,SI2,61.6,56.0,422,4.32,4.35,2.67
0.53,Ideal,F,SI1,61.5,56.0,1639,5.2,5.24,3.21
0.72,Ideal,I,VVS2,61.3,56.0,2591,5.77,5.8,3.55
0.7,Good,F,SI1,61.1,61.0,2445,5.68,5.71,3.48
0.7,Very Good,D,VVS2,62.8,60.0,4022,5.65,5.69,3.56
0.51,Very Good,E,SI1,62.8,61.0,1343,5.06,5.07,3.18
1.26,Very Good,F,SI2,63.4,55.0,5998,6.92,6.9,4.38
0.57,Premium,J,VS1,60.6,59.0,1606,5.37,5.36,3.25
1.51,Very Good,G,VVS2,63.6,57.0,13500,7.2,7.32,4.62
1.01,Premium,D,VVS2,62.4,60.0,10407,6.36,6.31,3.95
0.31,Ideal,E,VVS2,61.3,55.0,864,4.34,4.37,2.67
0.42,Premium,G,VS1,60.8,59.0,984,4.85,4.79,2.93
0.32,Ideal,F,VS2,61.2,56.0,828,4.44,4.41,2.71
0.56,Premium,E,VS1,60.1,61.0,1882,5.38,5.31,3.21
0.73,Ideal,D,VS2,61.6,56.0,4134,5.76,5.8,3.56
2.0,Premium,G,SI2,62.1,59.0,15897,8.12,8.02,5.01
1.01,Very Good,F,VS2,62.8,57.0,7258,6.34,6.44,4.01
0.42,Ideal,I,VVS1,60.2,57.0,945,4.88,4.85,2.93
0.3,Ideal,F,IF,61.7,57.0,886,4.28,4.31,2.65
1.04,Very Good,D,SI2,63.1,58.0,3780,6.39,6.33,4.01
0.25,Very Good,D,VVS2,64.2,55.0,512,3.98,4.0,2.56
1.2,Very Good,G,SI2,60.2,63.0,5474,6.81,6.84,4.11
0.77,Good,F,VS2,60.3,61.0,2911,5.89,5.96,3.57
0.43,Ideal,J,IF,62.4,56.0,890,4.84,4.87,3.03
1.01,Premium,E,VS2,62.3,59.0,5430,6.38,6.33,3.96
0.31,Good,F,SI1,64.1,61.0,618,4.29,4.2,2.72
0.73,Ideal,G,VS2,61.7,56.0,3154,5.79,5.81,3.58
0.26,Very Good,F,VVS1,63.3,57.0,724,4.07,4.05,2.57
1.02,Ideal,E,SI1,62.2,57.0,5655,6.45,6.41,4.0
0.3,Very Good,I,VS1,60.8,59.0,473,4.3,4.32,2.62
0.62,Very Good,H,IF,60.3,59.0,2367,5.52,5.55,3.34
0.32,Ideal,E,VS2,60.8,57.0,769,4.39,4.42,2.68
0.5,Fair,H,VS1,66.6,58.0,1134,4.95,4.84,3.26
0.9,Premium,D,SI1,59.4,62.0,4304,6.24,6.19,3.69
1.03,Premium,G,VS2,62.1,57.0,6146,6.48,6.41,4.0
0.31,Ideal,E,VS2,61.5,56.0,872,4.37,4.34,2.68
1.0,Fair,E,SI2,56.9,63.0,3889,6.54,6.49,3.71
0.3,Premium,E,SI1,61.3,60.0,526,4.27,4.31,2.63
1.29,Premium,H,SI1,61.6,57.0,6588,7.02,6.97,4.31
0.43,Very Good,I,VVS1,63.0,56.0,905,4.83,4.86,3.05
0.33,Very Good,I,VVS1,62.5,61.0,608,4.38,4.42,2.75
0.42,Very Good,E,SI1,60.0,61.0,743,4.85,4.88,2.92
0.8,Premium,E,SI2,60.2,57.0,2829,6.05,6.01,3.63
0.33,Very Good,D,SI1,61.5,60.0,608,4.41,4.44,2.72
0.54,Premium,G,VS1,61.1,59.0,1754,5.22,5.26,3.2
1.08,Ideal,F,VVS2,62.1,55.0,10052,6.57,6.6,4.09
1.2,Very Good,H,VS2,63.3,59.0,6833,6.78,6.74,4.28
0.62,Premium,E,VVS2,60.7,60.0,2727,5.51,5.43,3.32
0.25,Ideal,G,VS1,62.7,56.0,454,4.01,4.04,2.52
0.27,Ideal,E,VVS1,62.3,56.0,622,4.15,4.17,2.59
1.0,Very Good,G,SI2,62.6,58.0,4725,6.34,6.38,3.98
0.41,Premium,H,SI2,60.9,60.0,649,4.84,4.81,2.94
0.72,Premium,D,VS2,60.6,57.0,3205,5.82,5.79,3.52
1.0,Fair,H,SI2,69.5,55.0,2875,6.17,6.1,4.26
0.3,Premium,G,VS2,61.6,60.0,526,4.28,4.33,2.65
1.39,Premium,E,SI2,62.7,58.0,7445,7.11,6.99,4.42
0.3,Ideal,E,VS1,61.6,57.0,936,4.33,4.3,2.66
0.31,Ideal,D,SI1,62.3,56.0,548,4.32,4.35,2.7
1.14,Premium,I,SI1,60.4,60.0,4596,6.78,6.73,4.08
0.24,Very Good,E,VVS2,62.8,58.0,478,3.92,3.95,2.47
0.3,Very Good,D,VVS2,63.0,56.0,754,4.29,4.31,2.71
0.72,Premium,H,SI1,61.5,56.0,2398,5.8,5.77,3.56
0.42,Very Good,D,SI1,63.3,58.0,942,4.75,4.73,3.0
0.32,Ideal,D,VVS2,61.7,55.0,790,4.39,4.42,2.72
0.31,Premium,F,VS2,62.3,59.0,625,4.3,4.33,2.69
0.3,Ideal,E,VS2,62.0,55.0,844,4.35,4.3,2.68
0.9,Fair,H,VS2,64.7,58.0,3697,5.98,6.01,3.88
0.3,Good,F,VVS1,63.7,59.0,752,4.17,4.24,2.68
1.57,Very Good,J,SI2,62.1,60.0,6702,7.37,7.41,4.59
0.82,Ideal,F,SI1,62.1,56.0,3361,6.04,6.0,3.74
1.12,Ideal,I,SI1,61.7,58.0,4811,6.66,6.6,4.09
0.71,Ideal,I,VS1,61.6,54.7,2397,5.71,5.85,3.54
0.34,Good,G,VS2,63.1,57.0,596,4.43,4.47,2.81
0.53,Ideal,E,VS2,61.8,56.0,1676,5.17,5.21,3.21
0.31,Ideal,D,VS1,61.1,55.0,774,4.37,4.4,2.68
0.4,Ideal,E,VVS2,61.7,57.0,988,4.73,4.77,2.93
1.02,Premium,G,VS2,62.6,59.0,5978,6.39,6.43,4.01
0.4,Ideal,F,VVS1,61.3,55.0,1323,4.78,4.75,2.92
0.7,Very Good,E,VS2,62.5,57.0,2593,5.64,5.68,3.54
0.24,Very Good,E,VS1,62.4,59.0,419,3.94,3.98,2.47
0.38,Ideal,E,IF,61.4,55.0,1402,4.68,4.74,2.89
0.98,Premium,I,I1,59.6,60.0,2064,6.43,6.3,3.79
2.01,Very Good,J,SI2,63.3,56.0,10490,7.86,7.96,5.01
0.52,Ideal,G,IF,61.5,56.0,2055,5.16,5.21,3.19
1.0,Very Good,F,VS1,63.7,57.0,7350,6.33,6.35,4.04
1.01,Very Good,G,VS2,60.7,61.0,5759,6.42,6.46,3.91
0.41,Ideal,H,VVS1,62.7,54.0,1115,4.79,4.78,3.0
1.01,Ideal,E,VS1,62.7,55.0,7528,6.4,6.45,4.03
0.72,Ideal,D,VS1,62.3,54.0,3622,5.74,5.79,3.59
1.0,Premium,F,VS2,61.6,55.0,6209,6.42,6.34,3.93
0.59,Premium,D,SI2,61.2,60.0,1572,5.42,5.37,3.3
0.4,Premium,G,IF,60.8,58.0,1333,4.73,4.77,2.89
0.7,Very Good,G,VS1,62.5,58.0,2437,5.63,5.69,3.54
0.54,Premium,G,VS1,61.1,60.0,1637,5.23,5.28,3.21
1.15,Ideal,I,SI2,61.3,57.0,5216,6.78,6.71,4.13
1.1,Ideal,H,SI1,62.0,57.0,5370,6.66,6.7,4.14
1.72,Premium,H,SI2,62.3,58.0,10869,7.71,7.6,4.77
0.34,Ideal,H,VS2,61.7,57.0,689,4.48,4.46,2.76
0.34,Premium,E,VS1,59.9,58.0,805,4.54,4.58,2.73
2.14,Premium,G,SI2,60.4,59.0,17673,8.38,8.32,5.04
1.0,Premium,G,VVS2,62.8,59.0,7840,6.43,6.38,4.02
1.6,Ideal,G,VVS1,60.8,56.0,16339,7.58,7.54,4.6
0.3,Ideal,E,VS2,61.3,57.0,844,4.33,4.29,2.64
1.36,Very Good,D,SI1,59.5,61.0,9874,7.21,7.24,4.3
0.28,Very Good,D,VVS1,60.6,58.0,642,4.23,4.25,2.57
1.51,Good,D,SI2,62.1,60.0,9069,7.25,7.3,4.52
0.35,Ideal,G,VS2,61.6,54.0,563,4.55,4.58,2.81
1.47,Premium,G,VS2,62.8,57.0,11113,7.27,7.22,4.55
0.71,Fair,F,SI1,62.6,57.0,2088,5.73,5.68,3.57
0.3,Very Good,F,SI1,62.8,56.0,500,4.24,4.26,2.67
1.01,Premium,F,VS2,61.7,58.0,7240,6.47,6.43,3.98
1.26,Very Good,H,SI1,62.1,57.0,6320,6.88,6.94,4.29
1.23,Ideal,F,VS1,61.3,57.0,8679,6.93,6.86,4.23
0.72,Ideal,G,SI1,61.4,54.0,2548,5.79,5.81,3.56
0.9,Very Good,G,VS2,60.9,59.0,4269,6.18,6.24,3.78
0.52,Very Good,G,VS2,62.6,58.0,1423,5.08,5.11,3.19
0.83,Very Good,E,SI2,58.0,62.0,2799,6.19,6.25,3.61
0.3,Ideal,E,VVS1,62.8,54.0,838,4.27,4.3,2.69
0.37,Ideal,E,SI1,61.0,56.0,613,4.66,4.68,2.85
1.15,Premium,G,SI2,62.2,60.0,4985,6.69,6.66,4.15
1.11,Premium,I,SI2,61.3,59.0,3692,6.69,6.63,4.09
1.04,Ideal,H,VS1,62.7,55.0,5577,6.43,6.49,4.05
1.03,Premium,F,VS1,62.2,57.0,7365,6.51,6.47,4.04
1.13,Premium,H,SI1,61.2,59.0,4689,6.68,6.65,4.08
0.31,Premium,D,SI1,60.6,59.0,533,4.35,4.39,2.65
2.19,Ideal,I,SI2,62.5,56.0,15254,8.31,8.24,5.18
0.54,Premium,J,VVS2,58.2,62.0,1229,5.37,5.31,3.11
1.12,Premium,H,SI1,61.2,59.0,4641,6.69,6.65,4.08
1.01,Ideal,D,VS2,59.8,56.0,7127,6.52,6.49,3.89
1.21,Good,E,SI1,64.2,58.0,6708,6.65,6.59,4.25
0.34,Ideal,E,VVS1,61.8,55.0,1107,4.49,4.5,2.78
0.9,Fair,G,I1,65.1,58.0,1939,6.05,5.99,3.92
1.07,Premium,G,VS1,61.4,56.0,6076,6.65,6.61,4.07
0.32,Ideal,I,VS1,62.4,56.0,648,4.37,4.31,2.71
0.41,Premium,E,SI1,61.5,61.0,904,4.78,4.75,2.93
2.16,Premium,I,SI1,58.5,60.0,17934,8.54,8.49,4.98
1.13,Premium,I,VS1,62.2,58.0,5316,6.68,6.63,4.14
0.73,Ideal,E,SI2,61.8,58.0,2805,5.77,5.81,3.58
1.61,Very Good,G,SI1,62.6,56.0,12028,7.44,7.54,4.69
0.9,Ideal,F,SI2,62.4,57.0,3881,6.23,6.15,3.86
0.31,Very Good,H,SI1,59.0,57.0,446,4.4,4.44,2.61
0.36,Premium,E,VS2,62.5,58.0,684,4.52,4.57,2.84
0.9,Good,G,VVS2,63.6,58.0,5001,6.1,6.11,3.88
0.58,Good,F,VVS2,62.2,61.0,2494,5.37,5.44,3.36
0.32,Very Good,I,VS2,62.8,58.0,449,4.33,4.37,2.73
0.67,Premium,G,SI1,60.5,60.0,1914,5.69,5.65,3.43
0.51,Ideal,G,VVS2,62.9,57.0,1842,5.12,5.06,3.2
1.22,Very Good,H,SI2,63.1,59.0,5192,6.81,6.75,4.28
0.9,Ideal,E,VS1,61.3,57.0,5335,6.2,6.24,3.81
0.34,Ideal,I,SI1,62.4,56.0,589,4.49,4.45,2.79
0.32,Ideal,G,IF,62.4,55.0,1020,4.42,4.4,2.75
0.53,Very Good,H,VS1,63.3,56.0,1561,5.13,5.17,3.26
1.21,Fair,G,SI1,64.5,56.0,4637,6.69,6.62,4.29
2.0,Fair,I,SI2,69.1,56.0,8736,7.84,7.7,5.37
0.38,Ideal,F,VS2,62.4,54.0,969,4.65,4.6,2.89
0.33,Premium,E,IF,60.8,58.0,1207,4.49,4.46,2.72
0.91,Very Good,G,SI2,62.0,59.0,3238,6.19,6.22,3.85
0.32,Ideal,D,SI1,62.6,55.0,589,4.36,4.39,2.74
0.71,Ideal,D,SI2,61.3,57.0,2633,5.78,5.71,3.52
2.02,Very Good,H,SI1,59.3,60.0,18236,8.14,8.21,4.85
1.19,Premium,H,SI1,62.7,61.0,5698,6.73,6.66,4.2
0.32,Ideal,H,VVS2,61.9,55.0,828,4.39,4.37,2.71
0.78,Ideal,I,VS1,60.7,56.0,3105,5.97,6.03,3.64
0.33,Ideal,E,VS2,62.3,57.0,723,4.4,4.43,2.75
0.33,Premium,G,VS2,60.0,58.0,579,4.47,4.49,2.69
0.52,Very Good,G,VS1,61.8,58.0,1581,5.19,5.16,3.2
0.34,Ideal,F,VVS1,61.4,57.0,967,4.5,4.53,2.77
1.09,Premium,I,SI1,61.6,61.0,3968,6.64,6.57,4.07
1.71,Very Good,H,VS1,62.0,56.0,13904,7.64,7.68,4.75
1.35,Premium,F,VS2,61.9,58.0,10962,7.06,7.02,4.36
1.2,Very Good,G,SI1,62.9,57.0,5918,6.73,6.79,4.25
0.41,Good,F,VS2,59.7,63.0,749,4.8,4.85,2.88
1.51,Premium,J,VS1,62.3,59.0,7848,7.31,7.34,4.56
1.01,Very Good,H,VS2,63.3,58.0,4692,6.33,6.27,3.99
1.47,Premium,F,SI2,61.6,60.0,8314,7.38,7.33,4.53
0.59,Fair,H,SI2,64.5,57.0,1059,5.37,5.16,3.42
1.25,Premium,I,VS1,59.4,60.0,5331,7.1,7.03,4.2
0.55,Very Good,G,VVS1,60.8,58.0,1838,5.25,5.3,3.21
1.51,Good,J,SI2,58.1,64.0,6104,7.53,7.57,4.39
0.9,Ideal,I,SI2,61.9,57.0,2909,6.19,6.13,3.81
0.74,Very Good,J,VS1,62.7,58.0,2170,5.75,5.8,3.62
1.12,Ideal,F,VVS2,62.2,55.0,10949,6.64,6.68,4.14
2.03,Ideal,I,SI1,62.6,55.0,14548,8.06,8.11,5.06
1.58,Ideal,I,VVS1,61.7,53.0,11526,7.52,7.53,4.65
0.25,Ideal,G,VS1,62.3,53.0,460,4.02,4.07,2.52
0.45,Premium,G,VVS1,60.8,58.0,1323,4.98,4.92,3.01
0.4,Ideal,D,VVS2,62.2,55.0,1323,4.74,4.72,2.94
1.31,Premium,I,VS1,58.5,60.0,6737,7.18,7.15,4.19
